building,fmCode,contactName,phone,area,numberLayer,floor,roomNumber,detailAdress,province,city,postalCode,zone,latitude,longtude,priceSquare,workingTime,blance,developer,grade,created_at,updated_at
เซล ศาลายา และ เซล ศาลายา 2,,คุณยิ่งยศ,062-695-9111,,2,8,158,"200, 202 หมู่ 1 ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170",-,-,-,ลาดพร้าว,13.803035,100.29669,-,-,-,-,-,,
คริสตัลการ์เด้น,,,02-252-1420,,1,26,112,217 ซอยสุขุมวิท 4 แขวงคลองเตย เขตคลองเตย  กรุงเทพฯ  10110,-,-,-,พุทธมณฑล,13.735185,100.553382,-,-,-,-,-,,
ดี คอนโด แคมปัส รีสอร์ท รังสิต,,คุณเจี๊ยบ,"0-2516-1937-8 , 095-958-0461",,2,8,462,89 หมู่ที่ 17 ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,-,-,-,คลองเตย,14.062686,100.607074,-,-,-,-,-,,
บจก. คิวบ์ เรียล พร๊อพเพอร์ตี้ โครงการ The Cube พหลโยธิน 56,,คุณ มาร์ค080 9064856, ผจก. 081 8422766,,2,8,282,90 ถ.วัชรพล แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10230,-,-,-,คลองหลวง,13.934494,100.625481,-,-,-,-,-,,
ดี คอนโด แคมปัส รีสอร์ท โดม-รังสิต,,คุณโอ๋,0-2101-2529,,2,8,482,79 หมู่ที่ 17 ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,-,-,-,บางเขน,14.064715,100.607502,-,-,-,-,-,,
บจก. คิวบ์ เรียล พร๊อพเพอร์ตี้ โครงการ The Cube แจ้งวัฒนะ 12,,คุณสมมาตร,089-8280744,,1,8,78,90 ถ.วัชรพล แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10230,-,-,-,คลองหลวง,13.894171,100.563362,-,-,-,-,-,,
เดอะ เพรสซิเด้นท์ สาทร-ราชพฤกษ์,,คุณพรนรินทร์,061-837-1837,,1,30,589,299 ถนนเพชรเกษม แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพฯ 10160,-,-,-,บางเขน,13.719494,100.458862,-,-,-,-,-,,
บจก.วี สุขุมวิท 61 โครงการ ไอคอน สุขุมวิท 77,,,"088-550-0893 , 021026875",,3,8,442,725 อาคารเมโทรโทลิส ชั้น 21 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ ,-,-,-,ภาษีเจริญ,13.710209,100.608115,-,-,-,-,-,,
ดุสิต อเวนิว,,,063-8729387,,1,6,198,123 ถนนราชวิถึ แขวงวชิรพยาบาล เขตดุสิต กรงเทพฯ  10300,-,-,-,วัฒนา,13.779903,100.507035,-,-,-,-,-,,
เดอะพาร์คแลนแกรนด์ตากสิน,,,"081-1734005,02-8764787 ",,,34,566,559 แขวงบุคคโล เขตธนบุรี กรุงเทพมหานคร,-,-,-,ดุสิต,13.716145,100.480596,-,-,-,-,-,,
ออกัสคอนโด,,,095-250-4494,,2,8,402,41 เจริญกรุง 80 แขวงบางคอแหลม เขตบางคอแหลม กรุงเทพฯ,-,-,-,ธนบุรี,13.69923,100.496727,-,-,-,-,-,,
บจก.ไลบรารี่ บิส โครงการ ฟิโล ลาดพร้าว 18,,คุณปลา (ผจก.อาคาร นิติฯ),095-771-2464,,1,8,53,467/5 อาคารพีพีดี ชั้น 6 ถนนพระราม 3 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพฯ 10120,-,-,-,บางคอแหลม,13.805047,100.570088,-,-,-,-,-,,
คริสม่า คอนโดรามอินทรา,,คุุณนุ๊ก,080-775-5708,,2,7,215,8 ซอยรามอินทรา 95 แขวงคันนายาว เขตคันนายาว กรุงเทพฯ 10230,-,-,-,บางคอแหลม,13.827744,100.675187,-,-,-,-,-,,
พลัม คอนโด แจ้งวัฒนะ สเตชั่น เฟส 2,,,"0-2118-6319, 064-143-0545",,9,8,970,345 ถนนแจ้งวัฒนะ ซอยแจ้งวัฒนะ 1 แขวงตลาดบางเขน เขตหลักสี่ กรุงเทพฯ 10210,-,-,-,คันนายาว,13.87869,100.586582,-,-,-,-,-,,
ลุมพินี เพลส รามอินทรา-หลักสี่,,คุณปัด,089-9900288,,1,14,516,20 รามอินทรา  แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพฯ ,-,-,-,หลักสี่,13.871432,100.602619,-,-,-,-,-,,
ลุมพินี คอนโดทาวน์ รามอินทรา-นวมินทร์ ซี,,คุุณพลอย,C = 0898763400,,1,25,739,89 ถนนนวมินทร์ แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ,-,-,-,บางเขน,13.836654,100.663643,-,-,-,-,-,,
เดอะ คิวบ์ พลัส มีนบุรี,,คุณหน่อย,097-246-1238,,2,8,336,9 ถนนสีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี กรุงเทพฯ 10510,-,-,-,คันนายาว,13.813221,100.719242,-,-,-,-,-,,
ลุมพินี คอนโดทาวน์ รามอินทรา-นวมินทร์ เอ-บี,,คุณรั้ง,A+b = 0892043001,,2,25,1120,79 ถนนนวมินทร์ แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ ,-,-,-,มีนบุรี,13.836943,100.663136,-,-,-,-,-,,
ลุมพินี คอนโดทาวน์ รามอินทรา-นวมินทร์ ดี,,นิติฯ,D = 0841248331,,,709,709,99 ถนนนวมินทร์  แขวงรามอินทรา เขตคันนายาว กรุงเทพฯ ,-,-,-,คันนายาว,13.836581,100.662187,-,-,-,-,-,,
ซี ทู คอนโดมิเนียม,,นิติฯ,"0-2938-6006,099-1208008",,1,8,79,3 ถนนลาดพร้าว แขวงจอมพ เขตจตุจักร กรุงเทพฯ 10900,-,-,-,คันนายาว,13.810292,100.56712,-,-,-,-,-,,
บจก.ทรัพย์อุดมพร็อพเพอร์ตี้ ในนาม กรีนเนอรี่ เพลส สุขุมวิท 61,,คุณเอ็ม (ผจก. นิติฯ),095-341-1451,,1,7,24,19/1 ซอยสุขุมวิท 61 ถนนสุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพฯ,-,-,-,จตุจักร,13.723956,100.582995,-,-,-,-,-,,
บมจ.พฤกษา เรียลเอสเตท โครงการ CHAPTER THONGLOR 25,,,,,,,,1177 ถนนพหลโยธิน แขวงสามเสนใจ เขตพญาไท กรุงเทพฯ,-,-,-,วัฒนา,13.742855,100.583778,-,-,-,-,-,,
ชีวาทัย เพชรเกษม 27,,คุณกระแต,095-7872797,,1,26,653,83/1 ถนนเพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพฯ,-,-,-,พญาไท,13.718228,100.453683,-,-,-,-,-,,
ลุมพินี วิลล์ ราชพฤกษ์-บางเวก,,คุณนิน กฤตยา,"02-4104034-35 , 083-884-3349",,5,8,"1,085",722 ถนนบางแวก แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร,-,-,-,ภาษีเจริญ,13.737442,100.434016,-,-,-,-,-,,
The icon 3,,ช่างพัด​,089-1236022 ,,,,161,858 ถ.สุขุมวิท 55 (ทองหล่อ) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพฯ ,-,-,-,ภาษีเจริญ,13.737123,100.58459,-,-,-,-,-,,
ซิตี้โฮม รัชดา-ปิ่นเกล้า 1,,คุณพนิต,"0-2432-9123 , 086-321-7033",,A1-A6,8,1226,589 ถ.จรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพฯ  10700,-,-,-,วัฒนา,13.804009,100.511851,-,-,-,-,-,,
บจก.บี ที วาย ดีเวลลอปเม้นท์ โครงการ เดอะ ซีรี่ส์ ติวานนท์,,,,,,,,91/21 ซอยสุขุมวิท 101/1 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพฯ,-,-,-,บางพลัด,13.838455,100.510138,-,-,-,-,-,,
บมจ.พฤกษาเรียลเอสเตท โครงการ The Tree Dindaeng-Ratchaprarop,,,,,,,,1177 ถนนพหลโยธิน แขวงสามเสนใจ เขตพญาไท กรุงเทพฯ,-,-,-,พระโขนง,13.762167,100.547751,-,-,-,-,-,,
เซล ศาลายา 3,,คุณผึ้ง,094-452-8855,,1,8,79,203 ม.1 ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม,-,-,-,พญาไท,13.801795,100.296861,-,-,-,-,-,,
บจก.รวีวรรณ สวีท  โครงการ รวีวรรณสวีท,,,0-2662-1090,,3,8,24,160/4-5 ซอยสุขุมวิท 33 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร  10110,-,-,-,พุทธมณฑล,13.738962,100.570311,-,-,-,-,-,,
บจก.ยูทีลิตี้ เรียล เอสเตท โครงการ HI SUTHISAN CONDO,,คุณออย ผจก.,649105217,,,,,227/5 ซอย ประเสริฐมนูกิจ 29 แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพฯ 10230,-,-,-,วัฒนา,13.785605,100.587957,-,-,-,-,-,,
เดอะซีรี่ส์ อุดมสุข,,,0-2136-4880,,1,8,167,4 ถนนสุขุมวิท 103 ซอยอุดมสุข 29 แขวงบางจาก เขตพระโขนง กรุงเทพฯ 10260,-,-,-,ลาดพร้าว,13.680387,100.62409,-,-,-,-,-,,
เวอรันดาเรสซิเดนส์,,,089-301-1786,,1,8,74,62 เวอรันดาเรสซิเดนส์ ซ.กำเนิดทรัพย์ ถ.เพชรพระราม แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ,-,-,-,พระโขนง,13.744327,100.598321,-,-,-,-,-,,
ศุุภาลัย ปาร์ค 1,,คุณนิ,02-978-5851,,1,33,599,9 ซอยพหลโยธิน 21 ถนนพหลโยธิน แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร,-,-,-,ห้วยขวาง,13.82284,100.563793,-,-,-,-,-,,
ไอดีโอ บลูโคฟ สุขุมวิท,,ผจก.คุณเป้ย,"089-816-7975, 0-2173-5900",,1,18,422,2952 ถนนสุขุมวิท แขวงบางนา เขตบางนา กทม.,-,-,-,จตุจักร,13.678559,100.608607,-,-,-,-,-,,
พี.เอส.ที. ซิตี้โฮม,,,"02-6813501, 090-907-8933",,1,29,764,128 ซอย นนทรี 14 ถนนนนทรี แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร,-,-,-,บางนา,13.692356,100.537998,-,-,-,-,-,,
ชาโตว์ อินทาวน์ วิภาวดี 30-2,,คุณฝน,096-3323112,,1,8,79,13 ซอยพหลโยธิน 21 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,-,-,-,ยานนาวา,13.823165,100.563141,-,-,-,-,-,,
เดอะ เมเปิ้ล แอท รัชดา-ลาดพร้าว,,คุณอ้อม,090-987-8644,,1,8,157,234 ซอยลาดพร้าว 26 แขวงจอมพล เขตจตุจักร กรุงเทพฯ  10900 ,-,-,-,จตุจักร,13.802407,100.572333,-,-,-,-,-,,
เคทูพี อพาร์ทเม้นท์,,,081-1461948,,1,7,78,4 ซอย เปรมฤทัย ตำบลท่าทราย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี ,-,-,-,จตุจักร,13.884726,100.502686,-,-,-,-,-,,
พลัม คอนโด รามคำแหง สเตชั่น,,,"0-2063-7276,   0987586915",,1,33,1003,1398 ถ.รามคำแหง แขวงสวนหลวง เขตสวนหลวง กรุงเทพฯ 10250,-,-,-,เมืองนนทบุรี,13.743235,100.602631,-,-,-,-,-,,
ยังเพลส แกรนด์ เลอ จาแด็งน์,,คุณจำนง,02-930-1559,,1,19,240,84 ซอยอรรถมิตร(พหลโยธิน 37 แขวงลาดยาว เขตจตุจักร กทม. 10900,-,-,-,สวนหลวง,13.832788,100.569405,-,-,-,-,-,,
